,Image_Label,Image_Class,Image_Path
283,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000026_0.jpg
1417,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085286_7.jpg
1283,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085106_6.jpg
801,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085317_3.jpg
1432,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041049_1.jpg
1073,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085199_1.jpg
1254,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000092_3.jpg
3,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000022_1.jpg
747,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100020_3.jpg
92,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085148_8.jpg
93,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000059_1.jpg
232,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085042_2.jpg
396,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000058_1.jpg
1070,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000066_4.jpg
1353,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000071_1.jpg
1218,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000048_1.jpg
240,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085182_0.jpg
1130,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085025_3.jpg
158,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041166_5.jpg
448,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600049_1.jpg
1284,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000029_2.jpg
1038,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041057_6.jpg
1268,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000021_3.jpg
59,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041136_7.jpg
420,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100131_3.jpg
563,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100014_2.jpg
1065,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000075_2.jpg
722,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085074_5.jpg
1395,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100021_1.jpg
1360,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041023_7.jpg
878,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000109_1.jpg
233,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100012_2.jpg
1225,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300111_4.jpg
1371,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000120_1.jpg
600,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600012_1.jpg
215,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085175_0.jpg
34,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085011_3.jpg
843,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085118_5.jpg
730,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000080_1.jpg
308,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041043_1.jpg
221,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041165_1.jpg
612,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000053_1.jpg
122,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000033_1.jpg
248,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085292_1.jpg
90,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000015_2.jpg
1365,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085273_5.jpg
370,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000019_3.jpg
1423,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100187_6.jpg
1492,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085135_3.jpg
697,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300121_1.jpg
79,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000042_3.jpg
1274,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000074_2.jpg
1231,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085261_1.jpg
295,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085258_1.jpg
1346,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085072_5.jpg
199,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100184_1.jpg
270,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085247_2.jpg
1096,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600044_1.jpg
557,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000003_6.jpg
1001,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085061_1.jpg
1162,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000026_2.jpg
1320,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600071_1.jpg
1317,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085193_5.jpg
1188,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100122_1.jpg
204,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000008_2.jpg
1083,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041123_1.jpg
255,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041018_1.jpg
758,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000118_1.jpg
1439,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041067_1.jpg
1407,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100065_1.jpg
1220,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000063_1.jpg
1467,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600049_5.jpg
1114,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041138_7.jpg
861,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600075_1.jpg
117,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000049_1.jpg
347,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000064_2.jpg
211,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000049_1.jpg
774,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041102_1.jpg
6,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000097_1.jpg
1087,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000027_3.jpg
134,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085198_2.jpg
1397,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000106_3.jpg
597,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085091_1.jpg
70,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000108_3.jpg
162,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100002_7.jpg
715,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085226_2.jpg
875,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000062_0.jpg
743,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100038_1.jpg
1198,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085211_2.jpg
87,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600014_1.jpg
505,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000029_0.jpg
582,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100058_1.jpg
1047,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12000155_1.jpg
968,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600028_1.jpg
474,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085304_6.jpg
904,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041087_8.jpg
1352,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100033_3.jpg
1367,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000077_2.jpg
549,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000013_2.jpg
1388,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100049_5.jpg
727,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000073_1.jpg
1341,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000047_1.jpg
131,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100199_1.jpg
1013,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041132_1.jpg
627,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041124_8.jpg
478,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000065_1.jpg
859,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300151_1.jpg
1394,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085236_3.jpg
1113,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041091_1.jpg
1470,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085212_3.jpg
708,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085112_1.jpg
781,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000078_1.jpg
231,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085076_7.jpg
275,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300218_8.jpg
887,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600002_1.jpg
515,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085260_5.jpg
1080,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041171_2.jpg
66,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085134_1.jpg
1499,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100037_1.jpg
394,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085121_1.jpg
409,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000061_1.jpg
68,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000082_2.jpg
389,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085135_2.jpg
1487,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000062_1.jpg
656,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000080_10.jpg
608,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100157_1.jpg
367,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000093_1.jpg
567,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041075_7.jpg
382,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000091_3.jpg
821,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000069_3.jpg
342,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041099_1.jpg
1173,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085186_6.jpg
523,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041183_5.jpg
1299,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085252_1.jpg
676,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085034_0.jpg
509,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000081_1.jpg
1143,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100160_1.jpg
947,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085303_2.jpg
560,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000012_3.jpg
893,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600019_1.jpg
1269,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000016_2.jpg
1230,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085108_2.jpg
297,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300138_1.jpg
764,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085136_2.jpg
562,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000010_1.jpg
1082,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085202_1.jpg
1123,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000068_2.jpg
534,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000063_2.jpg
794,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000005_1.jpg
1410,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085068_9.jpg
1288,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100182_1.jpg
212,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000052_2.jpg
30,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000052_1.jpg
655,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085205_1.jpg
1204,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085217_1.jpg
827,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000039_1.jpg
905,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000089_1.jpg
1150,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100148_1.jpg
469,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600020_1.jpg
1090,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000196_1.jpg
1272,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100013_2.jpg
452,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085088_8.jpg
126,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085232_4.jpg
85,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000067_2.jpg
305,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000047_1.jpg
1161,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100151_6.jpg
14,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085180_7.jpg
197,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085304_1.jpg
651,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085237_2.jpg
981,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041068_1.jpg
1040,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000046_5.jpg
181,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000076_2.jpg
1385,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085089_5.jpg
841,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085112_4.jpg
751,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12000052_1.jpg
768,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100019_4.jpg
1473,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085053_7.jpg
123,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300123_1.jpg
401,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600032_1.jpg
1135,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041085_1.jpg
1076,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000028_3.jpg
1202,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600048_1.jpg
311,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000083_4.jpg
494,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041064_8.jpg
391,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041056_1.jpg
699,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041046_2.jpg
208,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085226_3.jpg
241,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085125_3.jpg
1363,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000104_1.jpg
1193,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085291_7.jpg
37,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000077_2.jpg
154,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041076_2.jpg
759,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000095_1.jpg
450,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100011_2.jpg
695,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000024_2.jpg
652,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041124_1.jpg
20,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085288_1.jpg
663,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085283_5.jpg
864,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600036_1.jpg
40,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085041_8.jpg
901,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041212_1.jpg
709,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300129_1.jpg
1505,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000012_2.jpg
987,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600077_1.jpg
1246,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000023_0.jpg
1409,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085118_4.jpg
185,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085138_1.jpg
1196,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085243_2.jpg
135,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085316_1.jpg
753,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000203_2.jpg
1005,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000030_1.jpg
324,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085094_1.jpg
672,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000080_0.jpg
4,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100042_4.jpg
807,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300234_2.jpg
445,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085031_3.jpg
1184,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041181_5.jpg
831,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041101_7.jpg
116,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100074_1.jpg
438,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085138_2.jpg
330,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12000068_1.jpg
671,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000001_1.jpg
979,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085291_1.jpg
1398,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041032_1.jpg
615,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085293_1.jpg
51,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000047_6.jpg
739,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600033_1.jpg
441,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600005_1.jpg
984,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000091_1.jpg
1326,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041037_1.jpg
1427,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085123_7.jpg
1211,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100130_1.jpg
922,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085147_6.jpg
1098,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000062_1.jpg
94,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300130_2.jpg
170,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085024_3.jpg
997,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12000038_1.jpg
1298,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085154_2.jpg
755,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100075_1.jpg
1286,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085063_1.jpg
1147,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000163_0.jpg
1344,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085305_1.jpg
1166,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000030_0.jpg
18,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085233_3.jpg
1325,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085235_1.jpg
1085,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085240_3.jpg
1402,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100068_3.jpg
326,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085248_2.jpg
718,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000196_0.jpg
1144,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100123_1.jpg
71,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085233_2.jpg
10,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085150_0.jpg
54,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100165_3.jpg
284,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100179_6.jpg
839,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000022_1.jpg
603,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041156_1.jpg
641,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000092_1.jpg
301,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100026_2.jpg
1242,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000093_2.jpg
352,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600073_1.jpg
620,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000006_5.jpg
1106,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085166_0.jpg
777,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085307_1.jpg
1359,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_90100067_4.jpg
1340,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085148_2.jpg
1428,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085054_1.jpg
165,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041162_5.jpg
1354,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085174_4.jpg
1019,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000079_1.jpg
617,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100159_1.jpg
658,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085310_9.jpg
1375,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000019_1.jpg
767,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12300115_1.jpg
