,Unnamed: 0,Image_Label,Image_Class,Image_Path,Unnamed: 0.1
62,4728,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_20085074_0.jpg,
63,3942,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_77000002_2.jpg,
64,4463,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_50600035_0.jpg,
65,3834,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_12100012_0.jpg,
66,4851,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_00041167_6.jpg,
67,5024,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_92000018_0.jpg,
68,4651,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_13000041_1.jpg,
69,4849,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_13000110_0.jpg,
70,4285,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_92000048_0.jpg,
71,5161,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_50600067_0.jpg,
72,5179,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_00041062_0.jpg,
73,4294,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_13000172_1.jpg,
74,3671,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_12300225_0.jpg,
75,4846,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_00041151_6.jpg,
76,4170,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_12100042_5.jpg,
77,4406,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_13000085_1.jpg,
78,4092,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_20085081_2.jpg,
79,4858,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_13000023_1.jpg,
80,3655,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_44000016_1.jpg,
81,4500,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_20085127_0.jpg,
82,4596,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_13000097_0.jpg,
83,4522,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_13000024_0.jpg,
84,5307,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_50600027_0.jpg,
85,5410,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_13000184_0.jpg,
86,5248,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_12100042_0.jpg,
87,5347,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_13000027_0.jpg,
88,3858,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_20085080_0.jpg,
89,4281,1,Open_circuit,./My_Datasets/Classification/DeepPCB-Crop/Open_circuit/Open_circuit_20085111_6.jpg,
90,6329,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_00041003_3.jpg,
91,6348,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_92000045_2.jpg,
92,6018,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_90100018_6.jpg,
93,5749,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_00041083_2.jpg,
94,6801,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_13000015_5.jpg,
95,5707,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_44000090_6.jpg,
96,6263,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_44000105_5.jpg,
97,6286,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_90100073_5.jpg,
98,6871,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_20085296_3.jpg,
99,6535,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_77000086_1.jpg,
100,5548,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_12100184_3.jpg,
101,5659,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_00041107_5.jpg,
102,5508,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_13000138_3.jpg,
103,5990,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_20085113_4.jpg,
104,5984,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_20085022_5.jpg,
105,5795,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_00041067_3.jpg,
106,6366,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_77000059_2.jpg,
107,6351,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_13000125_2.jpg,
108,6510,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_12300124_5.jpg,
109,5767,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_13000111_1.jpg,
110,6770,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_90100014_4.jpg,
111,6549,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_12300242_5.jpg,
112,6274,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_44000108_7.jpg,
113,6453,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_77000083_2.jpg,
114,5935,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_13000019_10.jpg,
115,5576,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_13000104_4.jpg,
116,6270,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_00041197_3.jpg,
117,6753,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_12100197_6.jpg,
118,5847,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_20085101_6.jpg,
119,6195,4,Spurious_copper,./My_Datasets/Classification/DeepPCB-Crop/Spurious_copper/Spurious_copper_12300075_4.jpg,
120,7434,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_92000043_1.jpg,
121,7094,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_13000072_4.jpg,
122,7109,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_20085155_3.jpg,
123,8047,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_50600022_3.jpg,
124,6910,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_00041215_3.jpg,
125,7810,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_90100006_1.jpg,
126,6995,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_20085113_2.jpg,
127,7432,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_77000051_4.jpg,
128,8462,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_13000003_5.jpg,
129,8408,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_92000116_2.jpg,
130,6937,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_44000073_4.jpg,
131,8211,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_00041153_4.jpg,
132,7728,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_92000114_3.jpg,
133,7159,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_20085285_6.jpg,
134,7075,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_12100193_5.jpg,
135,8035,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_50600062_4.jpg,
136,8419,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_20085012_2.jpg,
137,8044,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_13000191_4.jpg,
138,7031,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_77000022_3.jpg,
139,6963,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_20085044_3.jpg,
140,6942,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_20085067_5.jpg,
141,6951,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_92000105_4.jpg,
142,7048,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_20085266_3.jpg,
143,7211,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_50600041_2.jpg,
144,7577,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_00041117_8.jpg,
145,8102,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_12100032_3.jpg,
146,6978,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_92000065_2.jpg,
147,7305,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_20085256_3.jpg,
148,7509,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_12300067_2.jpg,
149,8284,3,Spur,./My_Datasets/Classification/DeepPCB-Crop/Spur/Spur_13000032_4.jpg,
0,0,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/1.jpg,0.0
1,1,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/2.jpg,1.0
2,2,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/3.jpg,2.0
3,3,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/4.jpg,3.0
4,4,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/5.jpg,4.0
5,5,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/6.jpg,5.0
6,6,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/7.jpg,6.0
7,7,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/8.jpg,7.0
8,8,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/9.jpg,8.0
9,9,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/10.jpg,9.0
10,10,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/11.jpg,10.0
11,11,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/12.jpg,11.0
12,12,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/13.jpg,12.0
13,13,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/14.jpg,13.0
14,14,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/15.jpg,14.0
15,15,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/16.jpg,15.0
16,16,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/17.jpg,16.0
17,17,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/18.jpg,17.0
18,18,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/19.jpg,18.0
19,19,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/20.jpg,19.0
20,20,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/21.jpg,20.0
21,21,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/22.jpg,21.0
22,22,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/23.jpg,22.0
23,23,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/24.jpg,23.0
24,24,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/25.jpg,24.0
25,25,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/26.jpg,25.0
26,26,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/27.jpg,26.0
27,27,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/28.jpg,27.0
28,28,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/29.jpg,28.0
29,29,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/30.jpg,29.0
30,30,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/31.jpg,30.0
31,31,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/32.jpg,31.0
32,32,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/33.jpg,32.0
33,33,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/34.jpg,33.0
34,34,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/35.jpg,34.0
35,35,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/36.jpg,35.0
36,36,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/37.jpg,36.0
37,37,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/38.jpg,37.0
38,38,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/39.jpg,38.0
39,39,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/40.jpg,39.0
40,40,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/41.jpg,40.0
41,41,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/42.jpg,41.0
42,42,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/43.jpg,42.0
43,43,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/44.jpg,43.0
44,44,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/45.jpg,44.0
45,45,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/46.jpg,45.0
46,46,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/47.jpg,46.0
47,47,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/48.jpg,47.0
48,48,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/49.jpg,48.0
49,49,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/50.jpg,49.0
50,50,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/51.jpg,50.0
51,51,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/52.jpg,51.0
52,52,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/53.jpg,52.0
53,53,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/54.jpg,53.0
54,54,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/55.jpg,54.0
55,55,4,Spurious_copper,My_TAOD/TA/TA_Results/SAGAN/DeepPCB_Crop[30-shot] 4 2025-02-23_05-02-02/samples/10000epoch_1500/56.jpg,55.0
