,Image_Label,probs,types,Image_Path
878,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0879.png
1440,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1441.png
899,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0900.png
416,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0417.png
276,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0277.png
21,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0022.png
287,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0288.png
1058,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1059.png
498,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0499.png
791,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0792.png
346,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0347.png
645,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0646.png
1404,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1405.png
672,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0673.png
1146,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1147.png
2598,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2599.png
278,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0279.png
896,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0897.png
880,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0881.png
1070,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1071.png
1172,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1173.png
37,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0038.png
1960,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1961.png
202,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0203.png
393,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0394.png
523,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0524.png
247,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0248.png
1900,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1901.png
2541,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2542.png
1842,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1843.png
799,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0800.png
2332,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2333.png
248,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0249.png
322,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0323.png
385,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0386.png
756,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0757.png
513,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0514.png
1621,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1622.png
805,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0806.png
1835,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1836.png
1043,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1044.png
2182,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2183.png
911,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0912.png
200,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0201.png
27,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0028.png
395,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0396.png
1649,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1650.png
1131,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1132.png
1636,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1637.png
55,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0056.png
1902,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1903.png
674,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0675.png
536,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0537.png
2547,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2548.png
222,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0223.png
46,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0047.png
633,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0634.png
758,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0759.png
293,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0294.png
454,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0455.png
1421,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1422.png
601,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0602.png
43,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0044.png
1645,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1646.png
1625,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1626.png
2436,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2437.png
1615,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1616.png
419,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0420.png
193,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0194.png
1665,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1666.png
611,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0612.png
737,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0738.png
739,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0740.png
493,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0494.png
685,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0686.png
890,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0891.png
